code	level	term	prefix	range	group
8936/3	Synonym	Gastrointestinal stromal sarcoma	893	893-899	Complex mixed and stromal neoplasms
8936/3	Synonym	GANT	893	893-899	Complex mixed and stromal neoplasms
8940/0	Preferred	Pleomorphic adenoma	894	893-899	Complex mixed and stromal neoplasms
8940/0	Synonym	Mixed tumor, NOS	894	893-899	Complex mixed and stromal neoplasms
8940/0	Synonym	Mixed tumor, salivary gland type, NOS	894	893-899	Complex mixed and stromal neoplasms
8940/3	Preferred	Mixed tumor, malignant, NOS	894	893-899	Complex mixed and stromal neoplasms
8940/3	Synonym	Mixed tumor, salivary gland type, malignant	894	893-899	Complex mixed and stromal neoplasms
8941/3	Preferred	Carcinoma ex pleomorphic adenoma	894	893-899	Complex mixed and stromal neoplasms
8941/3	Synonym	Carcinoma in pleomorphic adenoma	894	893-899	Complex mixed and stromal neoplasms
8950/3	Preferred	Mullerian mixed tumor	895	893-899	Complex mixed and stromal neoplasms
8951/3	Preferred	Mesodermal mixed tumor	895	893-899	Complex mixed and stromal neoplasms
8959/0	Preferred	Benign cystic nephroma	895	893-899	Complex mixed and stromal neoplasms
8959/1	Preferred	Cystic partially differentiated nephroblastoma	895	893-899	Complex mixed and stromal neoplasms
8959/3	Preferred	Malignant cystic nephroma	895	893-899	Complex mixed and stromal neoplasms
8959/3	Synonym	Malignant multilocular cystic nephroma	895	893-899	Complex mixed and stromal neoplasms
8960/1	Preferred	Mesoblastic nephroma	896	893-899	Complex mixed and stromal neoplasms
8960/3	Preferred	Nephroblastoma, NOS	896	893-899	Complex mixed and stromal neoplasms
8960/3	Synonym	Nephroma, NOS	896	893-899	Complex mixed and stromal neoplasms
8960/3	Synonym	Wilms tumor	896	893-899	Complex mixed and stromal neoplasms
8963/3	Preferred	Rhabdoid tumor, NOS	896	893-899	Complex mixed and stromal neoplasms
8963/3	Synonym	Malignant rhabdoid tumor	896	893-899	Complex mixed and stromal neoplasms
8963/3	Synonym	Rhabdoid sarcoma	896	893-899	Complex mixed and stromal neoplasms
8964/3	Preferred	Clear cell sarcoma of kidney	896	893-899	Complex mixed and stromal neoplasms
8966/0	Preferred	Renomedullary interstitial cell tumor	896	893-899	Complex mixed and stromal neoplasms
8966/0	Synonym	Renomedullary fibroma	896	893-899	Complex mixed and stromal neoplasms
8966/0	Synonym	Medullary fibroma	896	893-899	Complex mixed and stromal neoplasms
8967/0	Preferred	Ossifying renal tumor	896	893-899	Complex mixed and stromal neoplasms
8970/3	Preferred	Hepatoblastoma, NOS	897	893-899	Complex mixed and stromal neoplasms
8970/3	Synonym	Embryonal hepatoma	897	893-899	Complex mixed and stromal neoplasms
8971/3	Preferred	Pancreatoblastoma	897	893-899	Complex mixed and stromal neoplasms
8972/3	Preferred	Pulmonary blastoma	897	893-899	Complex mixed and stromal neoplasms
8972/3	Synonym	Pneumoblastoma	897	893-899	Complex mixed and stromal neoplasms
8973/3	Preferred	Pleuropulmonary blastoma	897	893-899	Complex mixed and stromal neoplasms
8974/1	Preferred	Sialoblastoma	897	893-899	Complex mixed and stromal neoplasms
8975/1	Preferred	Calcifying nested stromal-epithelial tumor	897	893-899	Complex mixed and stromal neoplasms
8980/3	Preferred	Carcinosarcoma, NOS	898	893-899	Complex mixed and stromal neoplasms
8981/3	Preferred	Carcinosarcoma, embryonal	898	893-899	Complex mixed and stromal neoplasms
8982/0	Preferred	Myoepithelioma, NOS	898	893-899	Complex mixed and stromal neoplasms
8982/0	Synonym	Myoepithelial adenoma	898	893-899	Complex mixed and stromal neoplasms
8982/0	Synonym	Myoepithelial tumor	898	893-899	Complex mixed and stromal neoplasms
8982/0	Synonym	Ectomesenchymal chondromyxoid tumor	898	893-899	Complex mixed and stromal neoplasms
8982/3	Preferred	Myoepithelial carcinoma	898	893-899	Complex mixed and stromal neoplasms
8982/3	Synonym	Malignant myoepithelioma	898	893-899	Complex mixed and stromal neoplasms
8982/3	Synonym	Myoepithelioma, infiltrating	898	893-899	Complex mixed and stromal neoplasms
8983/0	Preferred	Adenomyoepithelioma, NOS	898	893-899	Complex mixed and stromal neoplasms
8983/3	Preferred	Adenomyoepithelioma with carcinoma	898	893-899	Complex mixed and stromal neoplasms
8983/3	Synonym	Malignant adenomyoepithelioma	898	893-899	Complex mixed and stromal neoplasms
8990/0	Preferred	Mesenchymoma, benign	899	893-899	Complex mixed and stromal neoplasms
8990/0	Synonym	Phosphaturic mesenchymal tumor, NOS	899	893-899	Complex mixed and stromal neoplasms
8990/1	Preferred	Mesenchymoma, NOS	899	893-899	Complex mixed and stromal neoplasms
8990/1	Synonym	Mixed mesenchymal tumor	899	893-899	Complex mixed and stromal neoplasms
8990/3	Preferred	Mesenchymoma, malignant	899	893-899	Complex mixed and stromal neoplasms
8990/3	Synonym	Mixed mesenchymal sarcoma	899	893-899	Complex mixed and stromal neoplasms
8991/3	Preferred	Embryonal sarcoma	899	893-899	Complex mixed and stromal neoplasms
8992/0	Preferred	Pulmonary hamartoma	899	893-899	Complex mixed and stromal neoplasms
9000/0	Preferred	Brenner tumor, NOS	900	900-903	Fibroepithelial neoplasms
9000/1	Preferred	Brenner tumor, borderline malignancy	900	900-903	Fibroepithelial neoplasms
9000/1	Synonym	Borderline Brenner tumor	900	900-903	Fibroepithelial neoplasms
9000/1	Synonym	Brenner tumor, atypical proliferative	900	900-903	Fibroepithelial neoplasms
9000/1	Synonym	Brenner tumor, proliferating	900	900-903	Fibroepithelial neoplasms
9000/3	Preferred	Brenner tumor, malignant	900	900-903	Fibroepithelial neoplasms
9010/0	Preferred	Fibroadenoma, NOS	901	900-903	Fibroepithelial neoplasms
9011/0	Preferred	Intracanalicular fibroadenoma	901	900-903	Fibroepithelial neoplasms
9012/0	Preferred	Pericanalicular fibroadenoma	901	900-903	Fibroepithelial neoplasms
9013/0	Preferred	Adenofibroma, NOS	901	900-903	Fibroepithelial neoplasms
9013/0	Synonym	Nephrogenic adenofibroma	901	900-903	Fibroepithelial neoplasms
9014/0	Preferred	Serous adenofibroma, NOS	901	900-903	Fibroepithelial neoplasms
9014/1	Preferred	Serous adenofibroma of borderline malignancy	901	900-903	Fibroepithelial neoplasms
9014/3	Preferred	Serous adenocarcinofibroma	901	900-903	Fibroepithelial neoplasms
9014/3	Synonym	Malignant serous adenofibroma	901	900-903	Fibroepithelial neoplasms
9014/3	Synonym	Malignant serous cystadenofibroma	901	900-903	Fibroepithelial neoplasms
9015/0	Preferred	Mucinous adenofibroma, NOS	901	900-903	Fibroepithelial neoplasms
9015/1	Preferred	Mucinous adenofibroma of borderline malignancy	901	900-903	Fibroepithelial neoplasms
9015/3	Preferred	Mucinous adenocarcinofibroma	901	900-903	Fibroepithelial neoplasms
9015/3	Synonym	Malignant mucinous adenofibroma	901	900-903	Fibroepithelial neoplasms
9015/3	Synonym	Malignant mucinous cystadenofibroma	901	900-903	Fibroepithelial neoplasms
9016/0	Preferred	Giant fibroadenoma	901	900-903	Fibroepithelial neoplasms
9020/0	Preferred	Phyllodes tumor, benign	902	900-903	Fibroepithelial neoplasms
9020/0	Synonym	Cystosarcoma phyllodes, benign	902	900-903	Fibroepithelial neoplasms
9020/1	Preferred	Phyllodes tumor, borderline	902	900-903	Fibroepithelial neoplasms
9020/1	Synonym	Cystosarcoma phyllodes, NOS	902	900-903	Fibroepithelial neoplasms
9020/1	Synonym	Phyllodes tumor, NOS	902	900-903	Fibroepithelial neoplasms
9020/3	Preferred	Phyllodes tumor, malignant	902	900-903	Fibroepithelial neoplasms
9020/3	Synonym	Cystosarcoma phyllodes, malignant	902	900-903	Fibroepithelial neoplasms
9030/0	Preferred	Juvenile fibroadenoma	903	900-903	Fibroepithelial neoplasms
9040/0	Preferred	Synovioma, benign	904	904	Synovial-like neoplasms
9040/3	Preferred	Synovial sarcoma, NOS	904	904	Synovial-like neoplasms
9040/3	Synonym	Synovioma, NOS	904	904	Synovial-like neoplasms
9040/3	Synonym	Synovioma, malignant	904	904	Synovial-like neoplasms
9041/3	Preferred	Synovial sarcoma, spindle cell	904	904	Synovial-like neoplasms
9041/3	Synonym	Synovial sarcoma, monophasic fibrous	904	904	Synovial-like neoplasms
9042/3	Preferred	Synovial sarcoma, epithelioid cell	904	904	Synovial-like neoplasms
9043/3	Preferred	Synovial sarcoma, biphasic	904	904	Synovial-like neoplasms
9044/3	Preferred	Clear cell sarcoma, NOS	904	904	Synovial-like neoplasms
9045/3	Preferred	Biphenotypic sinonasal sarcoma	904	904	Synovial-like neoplasms
9050/0	Preferred	Mesothelioma, benign	905	905	Mesothelial neoplasms
9050/3	Preferred	Mesothelioma, malignant	905	905	Mesothelial neoplasms
9050/3	Synonym	Mesothelioma, NOS	905	905	Mesothelial neoplasms
9051/0	Preferred	Fibrous mesothelioma, benign	905	905	Mesothelial neoplasms
9051/3	Preferred	Fibrous mesothelioma, malignant	905	905	Mesothelial neoplasms
9051/3	Synonym	Fibrous mesothelioma, NOS	905	905	Mesothelial neoplasms
9051/3	Synonym	Desmoplastic mesothelioma	905	905	Mesothelial neoplasms
9051/3	Synonym	Sarcomatoid mesothelioma	905	905	Mesothelial neoplasms
9051/3	Synonym	Spindled mesothelioma	905	905	Mesothelial neoplasms
9052/0	Preferred	Epithelioid mesothelioma, benign	905	905	Mesothelial neoplasms
9052/0	Synonym	Mesothelial papilloma	905	905	Mesothelial neoplasms
9052/1	Preferred	Well differentiated papillary mesothelioma of the pleura	905	905	Mesothelial neoplasms
9052/3	Preferred	Epithelioid mesothelioma, malignant	905	905	Mesothelial neoplasms
9052/3	Synonym	Epithelioid mesothelioma, NOS	905	905	Mesothelial neoplasms
9053/3	Preferred	Mesothelioma, biphasic, malignant	905	905	Mesothelial neoplasms
9053/3	Synonym	Mesothelioma, biphasic, NOS	905	905	Mesothelial neoplasms
9054/0	Preferred	Adenomatoid tumor, NOS	905	905	Mesothelial neoplasms
9055/0	Preferred	Peritoneal inclusion cysts	905	905	Mesothelial neoplasms
9055/0	Synonym	Cystic mesothelioma	905	905	Mesothelial neoplasms
9055/0	Synonym	Multicystic mesothelioma	905	905	Mesothelial neoplasms
9060/3	Preferred	Dysgerminoma	906	906-909	Germ cell neoplasms
9061/3	Preferred	Seminoma, NOS	906	906-909	Germ cell neoplasms
9062/3	Preferred	Seminoma, anaplastic	906	906-909	Germ cell neoplasms
9062/3	Synonym	Seminoma with high mitotic index	906	906-909	Germ cell neoplasms
9063/3	Preferred	Spermatocytic seminoma	906	906-909	Germ cell neoplasms
9063/3	Synonym	Spermatocytoma	906	906-909	Germ cell neoplasms
9063/3	Synonym	Spermatocytic tumor	906	906-909	Germ cell neoplasms
9064/2	Preferred	Intratubular malignant germ cells	906	906-909	Germ cell neoplasms
9064/2	Synonym	Intratubular germ cell neoplasia	906	906-909	Germ cell neoplasms
9064/2	Synonym	Germ cell neoplasia in situ	906	906-909	Germ cell neoplasms
9064/3	Preferred	Germinoma	906	906-909	Germ cell neoplasms
9064/3	Synonym	Germ cell tumor, NOS	906	906-909	Germ cell neoplasms
9065/3	Preferred	Germ cell tumor, nonseminomatous	906	906-909	Germ cell neoplasms
9070/3	Preferred	Embryonal carcinoma, NOS	907	906-909	Germ cell neoplasms
9070/3	Synonym	Embryonal adenocarcinoma	907	906-909	Germ cell neoplasms
9071/3	Preferred	Yolk sac tumor, NOS	907	906-909	Germ cell neoplasms
9071/3	Synonym	Embryonal carcinoma, infantile	907	906-909	Germ cell neoplasms
9071/3	Synonym	Yolk sac tumor, pre-pubertal type	907	906-909	Germ cell neoplasms
9071/3	Synonym	Endodermal sinus tumor	907	906-909	Germ cell neoplasms
9071/3	Synonym	Orchioblastoma	907	906-909	Germ cell neoplasms
9071/3	Synonym	Polyvesicular vitelline tumor	907	906-909	Germ cell neoplasms
9072/3	Preferred	Polyembryoma	907	906-909	Germ cell neoplasms
9072/3	Synonym	Embryonal carcinoma, polyembryonal type	907	906-909	Germ cell neoplasms
9073/1	Preferred	Gonadoblastoma	907	906-909	Germ cell neoplasms
9073/1	Synonym	Gonocytoma	907	906-909	Germ cell neoplasms
9080/0	Preferred	Teratoma, benign	908	906-909	Germ cell neoplasms
9080/0	Synonym	Adult teratoma, NOS	908	906-909	Germ cell neoplasms
9080/0	Synonym	Cystic teratoma, NOS	908	906-909	Germ cell neoplasms
9080/0	Synonym	Adult cystic teratoma	908	906-909	Germ cell neoplasms
9080/0	Synonym	Mature teratoma, NOS	908	906-909	Germ cell neoplasms
9080/0	Synonym	Teratoma, differentiated	908	906-909	Germ cell neoplasms
9080/1	Preferred	Teratoma, NOS	908	906-909	Germ cell neoplasms
9080/1	Synonym	Solid teratoma	908	906-909	Germ cell neoplasms
9080/3	Preferred	Teratoma, malignant, NOS	908	906-909	Germ cell neoplasms
9080/3	Synonym	Embryonal teratoma	908	906-909	Germ cell neoplasms
9080/3	Synonym	Teratoblastoma, malignant	908	906-909	Germ cell neoplasms
9080/3	Synonym	Immature teratoma, NOS	908	906-909	Germ cell neoplasms
9081/3	Preferred	Teratocarcinoma	908	906-909	Germ cell neoplasms
9081/3	Synonym	Mixed embryonal carcinoma and teratoma	908	906-909	Germ cell neoplasms
9082/3	Preferred	Malignant teratoma, undifferentiated	908	906-909	Germ cell neoplasms
9082/3	Synonym	Malignant teratoma, anaplastic	908	906-909	Germ cell neoplasms
9083/3	Preferred	Malignant teratoma, intermediate	908	906-909	Germ cell neoplasms
9084/0	Preferred	Dermoid cyst, NOS	908	906-909	Germ cell neoplasms
9084/0	Synonym	Dermoid, NOS	908	906-909	Germ cell neoplasms
9084/0	Synonym	Teratoma, mature, prepubertal type	908	906-909	Germ cell neoplasms
9084/3	Preferred	Teratoma with malignant transformation	908	906-909	Germ cell neoplasms
9084/3	Synonym	Teratoma with somatic type malignancies	908	906-909	Germ cell neoplasms
9084/3	Synonym	Dermoid cyst with malignant transformation	908	906-909	Germ cell neoplasms
9084/3	Synonym	Dermoid cyst with secondary tumor	908	906-909	Germ cell neoplasms
9085/3	Preferred	Mixed germ cell tumor	908	906-909	Germ cell neoplasms
9086/3	Preferred	Germ cell tumor with associated hematological malignancy	908	906-909	Germ cell neoplasms
9090/0	Preferred	Struma ovarii, NOS	909	906-909	Germ cell neoplasms
9090/3	Preferred	Struma ovarii, malignant	909	906-909	Germ cell neoplasms
9091/1	Preferred	Strumal carcinoid	909	906-909	Germ cell neoplasms
9091/1	Synonym	Struma ovarii and carcinoid	909	906-909	Germ cell neoplasms
9100/0	Preferred	Hydatidiform mole, NOS	910	910	Trophoblastic neoplasms
9100/0	Synonym	Complete hydatidiform mole	910	910	Trophoblastic neoplasms
9100/0	Synonym	Hydatid mole	910	910	Trophoblastic neoplasms
9100/1	Preferred	Invasive hydatidiform mole	910	910	Trophoblastic neoplasms
9100/1	Synonym	Invasive mole, NOS	910	910	Trophoblastic neoplasms
9100/1	Synonym	Chorioadenoma, NOS	910	910	Trophoblastic neoplasms
9100/1	Synonym	Chorioadenoma destruens	910	910	Trophoblastic neoplasms
9100/1	Synonym	Malignant hydatidiform mole	910	910	Trophoblastic neoplasms
9100/3	Preferred	Choriocarcinoma, NOS	910	910	Trophoblastic neoplasms
9100/3	Synonym	Chorioepithelioma	910	910	Trophoblastic neoplasms
9100/3	Synonym	Chorionepithelioma	910	910	Trophoblastic neoplasms
9101/3	Preferred	Choriocarcinoma combined with other germ cell elements	910	910	Trophoblastic neoplasms
9101/3	Synonym	Choriocarcinoma combined with embryonal carcinoma	910	910	Trophoblastic neoplasms
9101/3	Synonym	Choriocarcinoma combined with teratoma	910	910	Trophoblastic neoplasms
9102/3	Preferred	Malignant teratoma, trophoblastic	910	910	Trophoblastic neoplasms
9103/0	Preferred	Partial hydatidiform mole	910	910	Trophoblastic neoplasms
9104/1	Preferred	Placental site trophoblastic tumor	910	910	Trophoblastic neoplasms
9105/3	Preferred	Trophoblastic tumor, epithelioid	910	910	Trophoblastic neoplasms
9110/0	Preferred	Adenoma of rete ovarii	911	911	Mesonephromas
9110/0	Synonym	Mesonephric adenoma	911	911	Mesonephromas
9110/0	Synonym	Wolffian duct adenoma	911	911	Mesonephromas
9110/1	Preferred	Wolffian tumor	911	911	Mesonephromas
9110/1	Synonym	Wolffian duct tumor	911	911	Mesonephromas
9110/1	Synonym	Mesonephric tumor, NOS	911	911	Mesonephromas
9110/3	Preferred	Mesonephroma, malignant	911	911	Mesonephromas
9110/3	Synonym	Mesonephroma, NOS	911	911	Mesonephromas
9110/3	Synonym	Mesonephric adenocarcinoma	911	911	Mesonephromas
9110/3	Synonym	Wolffian duct carcinoma	911	911	Mesonephromas
9120/0	Preferred	Hemangioma, NOS	912	912-916	Blood vessel tumors
9120/0	Synonym	Angioma, NOS	912	912-916	Blood vessel tumors
9120/0	Synonym	Chorioangioma	912	912-916	Blood vessel tumors
9120/3	Preferred	Hemangiosarcoma	912	912-916	Blood vessel tumors
9120/3	Synonym	Angiosarcoma	912	912-916	Blood vessel tumors
9121/0	Preferred	Cavernous hemangioma	912	912-916	Blood vessel tumors
9122/0	Preferred	Venous hemangioma	912	912-916	Blood vessel tumors
9123/0	Preferred	Racemose hemangioma	912	912-916	Blood vessel tumors
9123/0	Synonym	Arteriovenous hemangioma	912	912-916	Blood vessel tumors
9124/3	Preferred	Kupffer cell sarcoma	912	912-916	Blood vessel tumors
9125/0	Preferred	Epithelioid hemangioma	912	912-916	Blood vessel tumors
9125/0	Synonym	Histiocytoid hemangioma	912	912-916	Blood vessel tumors
9126/0	Preferred	Atypical vascular lesion	912	912-916	Blood vessel tumors
9130/0	Preferred	Hemangioendothelioma, benign	913	912-916	Blood vessel tumors
9130/1	Preferred	Hemangioendothelioma, NOS	913	912-916	Blood vessel tumors
9130/1	Synonym	Angioendothelioma	913	912-916	Blood vessel tumors
9130/3	Preferred	Hemangioendothelioma, malignant	913	912-916	Blood vessel tumors
9130/3	Synonym	Hemangioendothelial sarcoma	913	912-916	Blood vessel tumors
9131/0	Preferred	Capillary hemangioma	913	912-916	Blood vessel tumors
9131/0	Synonym	Hemangioma simplex	913	912-916	Blood vessel tumors
9131/0	Synonym	Infantile hemangioma	913	912-916	Blood vessel tumors
9131/0	Synonym	Juvenile hemangioma	913	912-916	Blood vessel tumors
9131/0	Synonym	Plexiform hemangioma	913	912-916	Blood vessel tumors
9132/0	Preferred	Intramuscular hemangioma	913	912-916	Blood vessel tumors
9132/0	Synonym	Intramuscular angioma	913	912-916	Blood vessel tumors
9133/3	Preferred	Epithelioid hemangioendothelioma, NOS	913	912-916	Blood vessel tumors
9133/3	Synonym	Epithelioid hemangioendothelioma, malignant	913	912-916	Blood vessel tumors
9135/1	Preferred	Papillary intralymphatic angioendothelioma	913	912-916	Blood vessel tumors
9135/1	Synonym	Endovascular papillary angioendothelioma	913	912-916	Blood vessel tumors
9135/1	Synonym	Dabska tumor	913	912-916	Blood vessel tumors
9136/1	Preferred	Spindle cell hemangioendothelioma	913	912-916	Blood vessel tumors
9136/1	Synonym	Spindle cell angioendothelioma	913	912-916	Blood vessel tumors
9137/0	Preferred	Myointimoma	913	912-916	Blood vessel tumors
9137/3	Preferred	Intimal sarcoma	913	912-916	Blood vessel tumors
9138/1	Preferred	Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma	913	912-916	Blood vessel tumors
9140/3	Preferred	Kaposi sarcoma	914	912-916	Blood vessel tumors
9140/3	Synonym	Multiple hemorrhagic sarcoma	914	912-916	Blood vessel tumors
9141/0	Preferred	Angiokeratoma	914	912-916	Blood vessel tumors
9142/0	Preferred	Verrucous keratotic hemangioma	914	912-916	Blood vessel tumors
9142/0	Synonym	Verrucous venous malformation	914	912-916	Blood vessel tumors
9160/0	Preferred	Angiofibroma, NOS	916	912-916	Blood vessel tumors
9160/0	Synonym	Fibrous papule of nose	916	912-916	Blood vessel tumors
9160/0	Synonym	Involuting nevus	916	912-916	Blood vessel tumors
9160/0	Synonym	Juvenile angiofibroma	916	912-916	Blood vessel tumors
9161/0	Preferred	Acquired tufted hemangioma	916	912-916	Blood vessel tumors
9161/0	Synonym	Tufted hemangioma	916	912-916	Blood vessel tumors
9161/1	Preferred	Hemangioblastoma	916	912-916	Blood vessel tumors
9161/1	Synonym	Angioblastoma	916	912-916	Blood vessel tumors
9170/0	Preferred	Lymphangioma, NOS	917	917	Lymphatic vessel tumors
9170/0	Synonym	Lymphangioendothelioma, NOS	917	917	Lymphatic vessel tumors
9170/3	Preferred	Lymphangiosarcoma	917	917	Lymphatic vessel tumors
9170/3	Synonym	Lymphangioendothelial sarcoma	917	917	Lymphatic vessel tumors
9170/3	Synonym	Lymphangioendothelioma, malignant	917	917	Lymphatic vessel tumors
9171/0	Preferred	Capillary lymphangioma	917	917	Lymphatic vessel tumors
9172/0	Preferred	Cavernous lymphangioma	917	917	Lymphatic vessel tumors
9173/0	Preferred	Cystic lymphangioma	917	917	Lymphatic vessel tumors
9173/0	Synonym	Hygroma, NOS	917	917	Lymphatic vessel tumors
9173/0	Synonym	Cystic hygroma	917	917	Lymphatic vessel tumors
9174/0	Preferred	Lymphangiomyoma	917	917	Lymphatic vessel tumors
9174/1	Preferred	Lymphangioleiomyomatosis	917	917	Lymphatic vessel tumors
9174/1	Synonym	Lymphangiomyomatosis	917	917	Lymphatic vessel tumors
9175/0	Preferred	Hemolymphangioma	917	917	Lymphatic vessel tumors
9180/0	Preferred	Osteoma, NOS	918	918-924	Osseous and chondromatous neoplasms
9180/3	Preferred	Osteosarcoma, NOS	918	918-924	Osseous and chondromatous neoplasms
9180/3	Synonym	Osteogenic sarcoma, NOS	918	918-924	Osseous and chondromatous neoplasms
9180/3	Synonym	Osteoblastic sarcoma	918	918-924	Osseous and chondromatous neoplasms
9180/3	Synonym	Osteochondrosarcoma	918	918-924	Osseous and chondromatous neoplasms
9181/3	Preferred	Chondroblastic osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9182/3	Preferred	Fibroblastic osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9182/3	Synonym	Osteofibrosarcoma	918	918-924	Osseous and chondromatous neoplasms
9183/3	Preferred	Telangiectatic osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9184/3	Preferred	Osteosarcoma in Paget disease of bone	918	918-924	Osseous and chondromatous neoplasms
9184/3	Synonym	Secondary osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9185/3	Preferred	Small cell osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9185/3	Synonym	Round cell osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9186/3	Preferred	Central osteosarcoma, NOS	918	918-924	Osseous and chondromatous neoplasms
9186/3	Synonym	Conventional central osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9186/3	Synonym	Medullary osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9187/3	Preferred	Low grade central osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9187/3	Synonym	Low grade intramedullary osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9187/3	Synonym	Intraosseous low grade osteosarcoma	918	918-924	Osseous and chondromatous neoplasms
9191/0	Preferred	Osteoid osteoma, NOS	919	918-924	Osseous and chondromatous neoplasms
9192/3	Preferred	Parosteal osteosarcoma	919	918-924	Osseous and chondromatous neoplasms
9192/3	Synonym	Juxtacortical osteosarcoma	919	918-924	Osseous and chondromatous neoplasms
9193/3	Preferred	Periosteal osteosarcoma	919	918-924	Osseous and chondromatous neoplasms
9194/3	Preferred	High grade surface osteosarcoma	919	918-924	Osseous and chondromatous neoplasms
9195/3	Preferred	Intracortical osteosarcoma	919	918-924	Osseous and chondromatous neoplasms
9200/0	Preferred	Osteoblastoma, NOS	920	918-924	Osseous and chondromatous neoplasms
9200/0	Synonym	Giant osteoid osteoma	920	918-924	Osseous and chondromatous neoplasms
9200/1	Preferred	Aggressive osteoblastoma	920	918-924	Osseous and chondromatous neoplasms
9210/0	Preferred	Osteochondroma	921	918-924	Osseous and chondromatous neoplasms
9210/0	Synonym	Cartilaginous exostosis	921	918-924	Osseous and chondromatous neoplasms
9210/0	Synonym	Ecchondroma	921	918-924	Osseous and chondromatous neoplasms
9210/0	Synonym	Osteocartilaginous exostosis	921	918-924	Osseous and chondromatous neoplasms
9210/1	Preferred	Osteochondromatosis, NOS	921	918-924	Osseous and chondromatous neoplasms
9210/1	Synonym	Ecchondrosis	921	918-924	Osseous and chondromatous neoplasms
9211/0	Preferred	Osteochondromyxoma	921	918-924	Osseous and chondromatous neoplasms
9212/0	Preferred	Bizarre parosteal osteochondromatous proliferation	921	918-924	Osseous and chondromatous neoplasms
9213/0	Preferred	Subungual exostosis	921	918-924	Osseous and chondromatous neoplasms
9220/0	Preferred	Chondroma, NOS	922	918-924	Osseous and chondromatous neoplasms
9220/1	Preferred	Chondromatosis, NOS	922	918-924	Osseous and chondromatous neoplasms
9220/3	Preferred	Chondrosarcoma, NOS	922	918-924	Osseous and chondromatous neoplasms
9221/0	Preferred	Periosteal chondroma	922	918-924	Osseous and chondromatous neoplasms
9221/3	Preferred	Periosteal chondrosarcoma	922	918-924	Osseous and chondromatous neoplasms
9222/1	Preferred	Atypical cartilaginous tumor	922	918-924	Osseous and chondromatous neoplasms
9222/1	Synonym	Chondrosarcoma, grade 1	922	918-924	Osseous and chondromatous neoplasms
9230/1	Preferred	Chondroblastoma, NOS	923	918-924	Osseous and chondromatous neoplasms
9230/1	Synonym	Chondromatous giant cell tumor	923	918-924	Osseous and chondromatous neoplasms
9230/1	Synonym	Codman tumor	923	918-924	Osseous and chondromatous neoplasms
9230/3	Preferred	Chondroblastoma, malignant	923	918-924	Osseous and chondromatous neoplasms
9231/3	Preferred	Myxoid chondrosarcoma	923	918-924	Osseous and chondromatous neoplasms
9240/3	Preferred	Mesenchymal chondrosarcoma	924	918-924	Osseous and chondromatous neoplasms
9241/0	Preferred	Chondromyxoid fibroma	924	918-924	Osseous and chondromatous neoplasms
9242/3	Preferred	Clear cell chondrosarcoma	924	918-924	Osseous and chondromatous neoplasms
9243/3	Preferred	Dedifferentiated chondrosarcoma	924	918-924	Osseous and chondromatous neoplasms
9250/1	Preferred	Giant cell tumor of bone, NOS	925	925	Giant cell tumors
9250/1	Synonym	Osteoclastoma, NOS	925	925	Giant cell tumors
9250/3	Preferred	Giant cell tumor of bone, malignant	925	925	Giant cell tumors
9250/3	Synonym	Giant cell sarcoma of bone	925	925	Giant cell tumors
9250/3	Synonym	Osteoclastoma, malignant	925	925	Giant cell tumors
9251/1	Preferred	Giant cell tumor of soft parts, NOS	925	925	Giant cell tumors
9251/3	Preferred	Malignant giant cell tumor of soft parts	925	925	Giant cell tumors
9252/0	Preferred	Tenosynovial giant cell tumor, NOS	925	925	Giant cell tumors
9252/0	Synonym	Fibrous histiocytoma of tendon sheath	925	925	Giant cell tumors
9252/0	Synonym	Giant cell tumor of tendon sheath, NOS	925	925	Giant cell tumors
9252/1	Preferred	Tenosynovial giant cell tumor, diffuse	925	925	Giant cell tumors
9252/1	Synonym	Pigmented villonodular synovitis	925	925	Giant cell tumors
9252/3	Preferred	Malignant tenosynovial giant cell tumor	925	925	Giant cell tumors
9252/3	Synonym	Giant cell tumor of tendon sheath, malignant	925	925	Giant cell tumors
9260/0	Preferred	Aneurysmal bone cyst	926	926	Miscellaneous bone tumors
9261/3	Preferred	Adamantinoma of long bones	926	926	Miscellaneous bone tumors
9262/0	Preferred	Ossifying fibroma	926	926	Miscellaneous bone tumors
9262/0	Synonym	Fibro-osteoma	926	926	Miscellaneous bone tumors
9262/0	Synonym	Osteofibroma	926	926	Miscellaneous bone tumors
9270/0	Preferred	Odontogenic tumor, benign	927	927-934	Odontogenic tumors
9270/1	Preferred	Odontogenic tumor, NOS	927	927-934	Odontogenic tumors
9270/3	Preferred	Odontogenic tumor, malignant	927	927-934	Odontogenic tumors
